Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
32711,3233.68,-0.518403,0.614026,0.631217,-1.32019,-0.816402,-0.302514,1.185235,-0.197419,-0.325915,-0.377655,-0.968655,-1.737806,0.449456,-0.737117,1.658931,0.038093,0.491339,0.37338,2.010926,-0.458139,-0.94037,0.560763,-0.638667,0.199149,-0.139613,1.71577,-2.272968,1.442281,0
5539,3466.18,1.207665,0.528393,0.589525,-0.171239,0.933584,-0.631309,-2.851908,-0.310526,0.736478,0.096466,1.356725,-0.499016,-0.799652,-1.435502,-1.336858,-1.385232,-0.787375,-0.257125,-0.936706,-0.204525,0.229358,-0.966914,0.035057,-0.626118,1.129233,0.431118,-0.166218,-0.74991,0
126063,258.93,-2.204038,0.34989,0.033968,-0.250301,1.094117,0.419884,0.479168,-0.264794,1.809175,1.455421,0.00546,0.095883,-0.883669,-0.526714,-0.573399,1.75749,-0.03221,0.313605,0.147261,0.813621,-0.256102,0.331958,-1.131702,-0.553864,-0.51367,0.132405,-0.670868,0.830572,0
133629,3349.92,-1.037453,-0.027856,0.168923,-0.110109,-0.546576,0.100758,0.99762,0.953442,-0.823347,-1.782369,0.983049,-1.196132,0.287831,-0.174151,1.136533,-0.407565,-0.800994,-0.244175,-0.747573,-0.141472,-1.957399,0.077251,-0.41806,0.455744,0.730849,1.901758,-0.516036,-0.364849,1
38360,221.78,-0.127131,0.665584,0.230439,1.167932,-0.763537,0.260826,1.328593,1.130591,-0.674286,-0.872144,-1.173413,1.422224,0.4938,0.184309,1.485175,-0.003349,-1.956998,0.724798,-0.538667,0.881026,-1.177714,0.05274,-0.030153,1.636915,0.161432,-0.325964,-0.681804,0.080589,0
133272,2941.73,-0.877185,0.697313,-0.656042,-0.104842,-0.274779,0.480746,-1.176637,-0.105635,-2.217052,1.128603,0.588946,1.948802,0.364868,-0.012428,-0.137885,-0.655623,-0.164275,-0.088265,-0.27946,-0.047026,1.161258,-0.082297,-0.10079,-0.342886,-1.078744,-1.010343,0.434913,0.601836,0
21357,4996.77,-0.527286,-0.641459,1.474047,-0.294792,0.104018,0.256601,0.590343,-1.391874,-0.026331,1.360167,1.06169,0.179197,0.159753,1.052339,-0.699319,1.138065,-0.171435,-1.216403,0.203813,0.099333,-0.397914,1.001905,0.374648,1.174149,-2.228437,0.283383,0.27994,-0.333562,0
119121,2779.48,-0.51233,0.455014,1.331588,-0.936693,0.314837,2.013295,0.195074,0.099096,-0.127621,-0.069714,-0.242149,-0.981797,0.431963,-0.896002,-0.679055,-1.45868,0.339347,-0.346854,0.802902,0.215373,1.056131,0.618041,0.201207,0.922686,0.14666,-0.360681,-1.205962,-1.90333,0
77505,2366.58,-0.25754,-0.189395,0.794246,1.328579,-2.252817,-0.527965,0.431409,-0.543389,0.89279,1.538401,-0.49718,0.486295,-2.185623,-1.943657,-1.434427,1.302298,-0.972995,2.211406,-0.465646,0.373906,1.143651,0.694568,-1.018469,-0.319363,-0.684584,-0.768397,-0.225532,-0.635979,1
2869,1564.96,-0.729455,-1.487234,-0.425862,-1.431196,-0.967456,0.432293,0.998936,0.210405,-0.086813,-0.733371,-1.304272,-0.98494,-0.266104,0.531451,2.00175,-0.304298,-0.774727,1.236225,-1.496825,0.559503,0.546241,-0.463648,1.685817,1.100177,0.275319,0.850629,-1.520749,-0.50552,0
50108,603.49,-0.811213,-0.561607,0.539144,-0.552999,-0.404099,-0.227693,1.15671,-0.120962,-0.588109,-1.509239,-0.868053,1.143094,-1.383232,-0.046728,-0.148058,-0.53353,-0.376566,-1.161668,1.369637,1.051994,-0.614431,-1.642079,-0.15677,1.019262,-1.260542,-0.250083,-1.707708,1.728528,0
112296,3655.39,0.93431,-1.56369,0.97837,1.693937,-0.796989,-2.461472,-0.655743,1.216358,0.192686,0.79023,-0.452633,-0.231432,-0.040539,-0.067491,0.464875,-0.627752,-0.980847,1.778393,-0.977142,0.992625,0.944235,-0.397124,-1.350538,-2.145328,0.533533,0.184545,0.400617,-0.047213,0
94179,963.8,1.049654,0.980094,-1.223197,0.468243,-2.86471,-0.193473,0.265419,0.274808,0.557068,1.294705,-0.975911,0.727253,1.306466,-0.712785,0.475027,1.808649,1.136763,0.137103,-0.246491,-0.793278,0.213556,0.435755,-2.222316,0.701612,1.568476,0.541154,-1.137241,0.170609,0
90272,577.29,-1.380543,0.355889,1.694512,-0.020177,-1.888372,-0.936497,0.041135,-0.540192,-1.617729,1.278029,-0.767947,0.901897,-0.908687,0.909137,1.483834,-1.604777,0.849123,-0.488384,0.055144,1.454201,0.044668,0.032398,0.075182,1.280522,-0.23939,-1.765153,-0.613943,-0.115619,0
38467,2109.39,-2.759597,-0.355491,-1.739388,0.021692,-1.305359,-0.066822,-0.239353,-1.385532,1.006891,-0.863445,0.158097,0.537958,-0.70929,-0.419065,-0.419256,-0.534834,-0.515885,-0.281582,-0.102199,-1.700511,-0.911607,-0.432774,-0.926266,-1.167423,-1.996067,1.239367,0.219269,0.217922,0
23328,3976.91,1.063375,1.420521,0.704606,-0.946378,-0.115284,-0.026403,-0.143775,-0.048014,1.306303,0.19938,0.277788,1.785281,-0.849517,-0.883573,-0.348758,-1.290768,0.534584,0.056822,-1.411927,-0.631203,-0.500782,0.221431,0.572805,-1.313673,-0.055708,2.300936,-0.017623,-1.237778,0
91412,3725.58,-1.2288,0.067991,1.453282,-0.068527,-0.436202,0.385358,0.195987,-0.044437,0.547455,0.839818,1.090845,0.178273,-0.715907,1.674261,0.830918,-1.812535,-1.238287,1.084064,0.862052,-0.137789,-0.897055,-0.267192,0.04836,0.20796,-0.712516,1.280666,1.403815,-0.68705,0
135059,275.36,0.212745,-1.431223,-0.113063,-0.349866,-0.631569,-0.530179,-0.601982,-0.262461,-0.934555,0.300978,-0.761773,-0.503195,0.554053,0.691574,-1.794913,1.305287,-0.461352,0.190029,-2.818257,-1.166259,0.95913,0.048799,3.938503,1.578634,-0.947437,-3.592747,-1.25694,0.662531,0
58871,2276.26,-1.565672,-0.439479,-0.150464,0.179629,0.796515,-0.405093,0.883037,0.775324,-0.326027,1.446357,0.023185,-2.10219,0.787197,-0.040158,1.490312,-0.027128,1.463578,0.333402,0.97979,0.279822,1.534369,-1.988805,-1.260863,-1.087961,-0.209597,0.225438,1.219504,-0.223208,0
153471,2612.65,1.297755,1.632854,0.667661,-1.506241,0.796134,0.700694,1.269308,-1.382778,1.182874,-0.405046,-0.417697,-2.283961,1.469201,-2.441242,1.738133,-1.160845,0.645874,1.21133,1.156369,0.73986,0.923685,0.767144,1.057687,-1.577875,0.996638,-1.858426,0.578479,-0.101301,1
128391,3223.09,2.543668,-0.669476,1.851882,0.397852,0.149919,-0.809059,-0.820577,-0.762544,-0.978221,-0.070616,-0.488365,0.652038,-1.005129,-0.235425,0.245784,0.829089,0.289082,-0.39909,0.9032,-0.712624,0.198923,0.612824,-1.089598,-0.453448,-0.576892,1.193712,0.759962,-0.020192,0
86416,3251.19,0.182807,0.275221,-0.281068,1.01663,0.12012,-1.838453,1.31833,0.052918,0.628644,0.23619,-0.316139,-0.183844,0.68394,-0.021617,-0.937744,-0.400684,-0.358548,0.302432,-0.304239,0.46345,-0.306838,2.112249,0.830957,-0.592809,0.697425,1.197332,-0.391612,0.688091,0
70271,1824.12,-0.094103,0.743877,-0.780955,-0.203823,-0.856661,0.157031,-0.818693,-0.559508,-0.050772,0.832554,-0.196175,-0.815396,0.850369,1.463682,0.853123,-0.646567,-0.041938,0.438876,0.129408,0.836848,0.476416,-0.711934,1.423121,-1.671139,-0.215598,0.372609,-0.951902,-0.640831,0
44064,2803.83,-0.32214,0.589948,-0.423775,0.647098,-0.736992,1.070849,0.897787,-0.356709,0.160193,-0.19446,0.250396,-1.113905,1.653296,-1.749978,-0.191035,0.575381,-1.468388,0.134728,-0.669273,-1.935521,-0.417076,-0.503193,-0.344388,-0.584174,-0.090536,-2.643404,0.095124,0.099924,0
107450,2405.83,0.781799,2.44946,-1.552514,0.310346,-1.707649,0.68918,1.316479,-0.060251,-0.835771,0.927434,-0.330358,0.740954,-0.930488,1.560257,0.142213,-0.422189,-0.323387,0.499003,0.06867,0.174244,-0.031362,0.174264,-0.729201,0.348807,1.091819,0.010388,-0.956679,-2.153247,0
171890,4425.11,0.567687,-1.176303,0.897758,-0.60774,-0.250751,0.175484,-0.094511,0.685965,0.330664,1.604625,1.227331,-0.983535,-2.00358,0.436933,0.218476,-0.962776,0.376031,-0.691207,0.629157,0.373308,-0.821468,-0.034109,-0.156582,1.85626,-0.279652,-1.120986,-0.988695,-1.61184,0
19830,2651.8,1.003498,-1.076463,-0.514083,-1.058526,0.785741,1.250645,-0.810498,-0.100574,0.259076,-0.518071,-1.7044,1.630661,-0.277386,-1.207583,-0.658335,0.695402,-0.026421,0.979998,-1.09504,-0.91721,0.650641,1.579866,-0.743006,0.561604,0.766103,0.138655,0.150561,-0.248667,0
148501,2205.72,-0.627917,-1.159754,-0.208339,-0.918388,1.35433,1.082017,-0.588683,-1.969684,-1.509359,-0.164659,1.053954,2.350987,2.808687,0.921816,0.347263,-0.141369,-0.026415,-0.553855,-0.134288,-1.194931,0.700908,-0.408331,1.610615,0.806161,-0.227364,-0.014437,1.052144,-1.105248,0
137965,2023.02,0.340118,-0.295918,0.909621,0.292893,-0.24478,-0.330915,0.361857,-0.602797,-0.004444,0.96776,-0.368504,-0.900037,-1.095263,-0.243873,-1.463277,0.746405,-0.654397,0.454655,-0.477199,-0.687771,0.908856,-0.153724,-0.19758,-1.088313,0.559612,1.042617,-1.603884,0.98327,0
116381,2862.57,-0.542468,1.099377,-0.37691,-0.056145,0.491669,0.247522,1.964654,0.495784,0.613897,1.927528,-0.188833,0.669825,0.486925,-1.661878,-2.195745,-0.402823,-0.907748,0.21039,1.172867,-0.187058,0.557786,-0.562216,0.439531,-0.094461,-0.265515,-0.158162,1.30694,-1.068107,0
47333,4020.08,-1.057716,-1.031735,0.75909,1.275093,-2.855989,0.29046,-1.692733,0.762674,-0.385283,0.635959,-0.009615,0.440022,-2.216529,-0.44442,0.364382,1.019023,-0.999225,-0.686613,-0.941053,-0.750664,0.48797,1.523623,0.468888,-0.220236,0.17117,1.672602,-1.241638,-0.127781,0
134508,2692.47,-0.041015,1.113361,-1.038089,0.79087,-0.432928,-0.086751,0.100242,0.817858,-2.447731,-0.786236,0.705642,-0.987649,1.81484,0.254907,1.043635,0.01403,-0.25188,1.622461,0.626157,0.555571,-1.043822,0.487196,0.892189,0.32596,0.257193,0.397562,-0.306525,0.802428,0
76213,3308.61,-0.922513,0.035127,0.958719,0.788785,-0.456362,1.134248,-0.088072,1.101178,-0.114817,0.198172,-0.880292,-0.981988,-1.878205,0.061937,-0.513537,1.059364,0.734244,1.716563,-0.052763,0.426136,-1.085677,1.570886,-0.452011,0.596766,0.675706,-0.525125,-0.290897,0.493272,0
136967,3689.54,1.173727,-1.108997,0.341905,0.263081,1.491168,-0.15214,-0.456522,0.118437,1.466468,0.960193,-0.656859,-0.122591,-2.39113,0.643478,-0.569701,1.02665,-0.858534,-0.920834,-0.124261,0.375926,0.331056,2.915063,0.767384,0.952866,0.479814,-0.087356,-0.484188,-0.544734,0
150810,2601.32,-0.86192,-1.75137,-0.088579,-0.962199,0.392933,-0.500279,-0.080782,0.263165,-0.344469,-0.812569,0.50056,-1.138389,0.098869,1.097431,0.647526,1.236252,0.040761,0.799295,0.656079,1.258194,1.100898,-0.762815,1.301373,0.031909,-0.844302,1.287556,-0.236905,-0.389891,0
30746,2134.66,0.363546,-1.52757,0.130893,0.325339,0.494255,-2.591541,-0.542197,-1.013909,1.428651,-1.07838,-1.698179,1.091257,0.11837,-1.098568,-0.020706,0.068287,0.015479,-0.122538,-0.383988,0.645447,-0.267232,1.078194,-0.155678,-0.522973,1.820149,1.42026,0.134296,0.474686,0
49377,4383.45,-0.603422,-0.665853,-1.286761,0.063853,0.442328,-0.798304,1.243155,-2.174575,-0.812358,-0.344983,-0.034167,-0.246111,1.419289,-0.020904,-0.566094,0.38272,0.93013,-0.673831,0.10327,0.283387,0.005609,-0.256738,-1.332998,1.224071,0.026173,-2.675249,1.272463,0.806885,0
54045,2088.11,0.277063,-0.169151,0.108001,-1.138381,0.045443,-1.315418,1.342494,-1.417583,-1.160971,0.659634,-0.79773,-1.120628,0.849461,-0.609958,0.305285,-0.230726,0.013382,0.36851,1.111104,-1.224636,0.015996,-0.687642,1.368595,0.725134,0.915456,-1.195395,-0.202034,1.496935,0
97888,2310.25,-0.523997,1.346063,-0.14167,1.209949,1.532365,-0.040396,0.088135,-0.701838,-0.005103,-1.369214,-1.008229,-0.088989,-2.000576,-1.24893,0.006366,-0.897704,-1.487849,0.833791,-0.776971,1.157491,-1.843288,-1.466283,0.173641,0.618142,-2.389955,-0.627268,-0.912542,0.805201,0
170862,4951.72,-1.257211,0.799088,-1.259433,1.102289,-2.30528,-1.253689,-0.141145,-1.359705,-0.822578,-0.693079,-1.638464,0.466423,-0.15187,-0.051839,-1.249293,2.003297,2.124877,0.161083,0.270976,1.266668,0.240424,2.128366,0.004199,-0.039441,0.803393,1.406322,-1.068909,0.685381,0
107455,2.19,0.483773,-0.838941,-0.671075,-1.144149,0.14621,0.608685,-0.493037,-0.292927,0.329858,0.27366,0.772302,-0.724448,-0.697089,0.431666,-0.108825,-0.752105,0.971691,-0.363498,0.881348,-0.329085,-0.549852,1.002035,0.676762,1.216255,0.765309,1.257536,0.319126,0.342608,0
136672,928.18,-0.235416,0.408665,-0.129245,-0.637795,1.129803,1.108438,0.090281,-0.462088,-0.372571,1.090519,0.158826,-1.993091,-1.335052,0.490677,0.182937,0.904868,0.483191,1.329423,0.466938,-0.80932,0.61108,-0.225429,1.429181,-1.257063,0.233959,1.004561,0.817384,0.120859,0
93179,1920.44,0.285985,1.651546,-0.607292,-0.54995,-1.891393,-0.031157,1.847831,0.937827,1.473917,0.290211,-0.672281,0.126368,0.433673,-0.395212,-0.533783,0.725812,-0.575497,1.365398,1.281184,0.75458,-0.031337,0.621935,-0.221978,0.892995,-2.256576,1.135436,-0.648963,-0.37091,0
171836,4663.02,-0.428843,1.873917,-2.412114,0.609852,0.837918,-0.984018,-0.103734,-0.969136,-0.441667,0.374685,-0.164558,-1.217,1.042981,-1.007869,0.925753,0.181053,-0.31893,-0.682891,-0.119842,-1.820334,-0.179263,-1.808976,1.255642,0.887979,-0.722187,1.712787,0.916547,0.498454,0
45714,351.08,-1.327937,-0.314406,1.076388,0.494725,-0.761163,0.2864,-0.839432,0.140582,0.089737,1.004922,-1.092882,-0.793748,-0.805296,-0.64463,0.483329,-0.154989,-1.422388,0.090888,0.671431,0.398356,-0.157479,-0.094381,0.072103,-0.900764,-1.023743,0.559743,2.168677,-0.236451,0
102946,48.42,1.083179,0.958288,-0.14209,0.044407,0.109816,1.893475,-0.397762,-0.419768,0.596336,1.597258,-0.536186,0.469105,-0.33285,-1.876832,-0.277074,-0.145042,-0.333733,-1.578965,1.102714,1.496789,-0.32702,-0.761919,0.623804,-0.68054,1.162858,1.089093,1.31943,0.696484,1
109616,264.37,0.736758,1.389955,-2.27395,0.273857,-0.780359,1.582481,0.75347,-1.006579,0.956316,1.485512,-0.198346,-0.587899,-0.266186,-1.189303,0.13365,-0.657079,0.175696,0.835342,-1.691586,-0.381158,-1.361548,1.445571,-0.606942,-1.284911,-1.203376,0.432017,-0.72447,0.722356,0
105983,443.63,-0.566961,-1.507072,2.134963,-1.287632,0.959152,-1.406079,-0.717737,-0.727711,1.479643,-2.041362,0.06395,-0.141112,-0.661085,-1.102623,-0.376451,0.094442,-0.02521,1.3275,-0.406779,0.242198,0.953349,1.512789,-0.253825,0.510384,0.554158,1.056244,1.031292,0.470227,0
124123,188.95,0.069779,-0.512407,1.241392,0.381361,-0.288362,-1.443181,-0.033706,-2.05126,-0.234863,0.098058,0.392064,1.453051,-0.427384,0.845305,-0.224302,-1.181386,1.752557,0.389544,0.379068,0.10103,-0.633904,0.890452,1.084676,-2.581587,-0.289623,-0.484638,0.924986,-0.622272,0
149661,2399.43,1.042019,2.220019,-0.348982,-0.100885,0.845797,-1.699536,0.472883,0.748347,-0.399308,0.912516,-1.805852,-0.352037,-0.661726,0.844404,-0.187511,0.747253,0.670987,-1.035388,0.920598,1.043319,-0.467752,0.947363,-1.96436,0.223212,1.082951,-0.867335,0.063148,-0.088285,0
43484,2904.21,-0.457038,-0.301036,-0.842497,-0.679043,0.43533,-1.136979,-0.641863,1.402261,-1.913917,1.699787,0.395176,2.021316,0.124634,2.129482,-1.770136,-0.228538,0.973603,1.615297,0.243541,0.106121,0.079065,-0.649868,0.700448,-0.763818,0.228907,-0.659255,0.897277,1.083854,0
82989,1359.16,-0.301885,-2.928951,0.403191,-1.532506,-0.793792,0.251592,-1.764406,-0.267466,2.041711,0.640987,-1.725496,0.739915,-0.586443,0.240327,0.027401,-0.962021,0.540166,2.030416,1.396643,-0.342714,-1.115553,0.716955,0.379521,-0.984307,-0.645502,-0.275408,0.760723,-1.706912,0
36212,1992.04,0.243633,-0.120962,0.202327,0.026961,0.501859,-0.556694,-1.071385,0.029062,0.360964,-0.859186,0.431533,-0.931374,0.427092,-0.483886,0.318341,-1.276441,0.162639,-0.431876,-0.534171,-1.519208,-0.49908,-1.379383,1.661023,-1.878115,-0.774442,0.815573,1.247356,0.190078,1
43525,459.4,-0.459091,1.124625,0.54209,0.35696,-0.663569,-0.83867,-0.858767,-0.295858,0.751808,-0.727013,-0.213311,-0.476354,-0.590108,0.011972,2.461493,-0.131901,0.454813,0.445461,-1.234877,0.094246,1.916493,-1.514164,1.006098,-0.886232,-0.441694,1.649019,0.578833,0.757056,1
163707,1682.52,0.857092,0.00651,-0.83962,-1.702482,0.064128,1.03911,-0.228827,-0.820091,0.555729,-0.699032,1.09146,-1.262643,0.646741,-0.169227,0.439883,-0.097117,-1.984125,0.816674,0.794687,-0.069813,0.336734,-0.105481,0.176854,1.429809,-3.091996,-0.605153,0.75481,0.434622,0
63208,2613.07,-0.168901,0.715364,1.097772,0.018486,-0.306594,0.530093,0.0443,0.704903,0.049535,0.307519,-0.674473,0.637456,-0.611685,-0.631719,-0.652916,-0.518064,-0.260369,0.787378,-0.112999,-2.034566,-0.857803,0.530196,-1.27184,-0.719198,1.770523,2.528335,-1.020327,2.069361,0
33828,3661.63,-0.784036,0.938222,-0.473462,0.12224,0.899912,-1.704703,0.823701,0.319068,0.350353,-0.479822,0.78084,1.324515,0.605736,0.319922,-1.640813,0.502404,-1.397769,0.048194,-0.837786,-1.006642,-2.08134,0.598135,-0.580582,0.419808,1.313893,-0.222563,-0.002126,-1.61186,0
149783,17.73,0.608639,-0.354937,0.680766,-0.55423,0.540322,0.981725,-1.227256,-2.912134,-0.559662,-3.044662,-1.167393,-0.358394,-0.848591,0.193355,-1.056303,0.348442,-1.179948,1.797874,1.708418,-0.597636,1.001394,-1.257022,-0.22692,-1.090881,0.068022,0.019511,-0.749888,-1.183646,0
3420,2337.09,-1.142131,-0.519393,-0.796939,0.379838,-0.030722,0.506035,0.678287,-1.034611,-0.302099,-1.178289,0.105888,-1.861395,0.885363,-0.082581,-0.499291,0.056773,1.193623,-1.565296,0.746883,-0.597427,-1.012083,-1.551572,1.492025,1.025926,0.939618,0.28654,1.19546,0.18232,0
96752,1485.72,2.014879,0.153441,2.648144,-0.132662,-0.685712,0.528263,-0.370924,-2.053061,-0.950206,-0.444249,-2.038001,0.36047,-1.778025,-0.294289,-0.481459,-0.925961,-1.076542,-1.552491,0.651148,-0.028217,-0.54287,-0.451547,0.800767,0.605046,-0.036253,-0.630975,-1.358074,0.931962,0
131373,4264.26,1.582496,0.177779,0.695523,0.283171,-1.268991,-0.570474,-1.785547,1.555414,1.557244,-1.362482,0.883063,-0.861983,-0.005846,0.631901,-0.237427,-0.740014,-1.323657,-0.015685,1.593277,-0.109772,-0.416234,-0.876411,-0.795033,-0.227747,0.436314,-0.500128,-2.188435,0.057364,0
115294,3578.05,0.513495,0.054077,2.884232,0.534247,0.135656,-0.187304,0.013574,-0.171829,0.561481,-1.213529,1.726873,-0.710669,-0.567151,-0.553742,-0.402308,-1.39659,0.38958,1.743563,-0.387087,-0.062755,-0.913129,0.612018,0.402809,0.231746,0.986904,-0.30426,-1.415881,1.317995,0
124019,2945.95,0.429331,0.095157,0.827602,0.534807,-0.632291,-1.972722,1.316268,0.240702,1.976173,2.050971,-0.698222,0.311527,-0.046181,-0.403159,-0.2309,-0.19137,-0.068679,1.159693,1.413449,2.259584,-0.076236,-1.012862,-0.458767,0.317599,-0.23845,-1.174514,-0.227767,-0.577244,0
65726,1387.05,0.382441,-0.748546,-0.561464,1.01682,-1.877996,0.866987,0.883115,-0.353295,2.296383,-0.008622,0.122631,1.231984,-1.185989,0.475083,-0.42231,0.560742,0.446264,-1.493327,0.418511,-0.441424,-0.551411,1.944302,-0.645818,-1.00102,0.773962,-0.819685,-2.023558,-0.272863,0
141564,4551.79,-0.489095,0.750287,0.829381,0.338325,-1.330029,-0.998927,-0.07627,1.102697,-1.404156,-0.386115,0.443838,0.739502,-0.194597,1.01148,0.018416,-1.211069,1.755905,2.84345,-0.589647,-0.869371,0.611134,0.36236,0.628569,-0.813435,-1.796708,-0.077253,-1.892968,0.762685,0
115668,226.46,0.29731,0.599232,0.900578,-0.477041,1.625875,-0.870629,1.125771,0.860705,0.985228,0.667343,-1.550255,0.429501,-1.109354,0.920138,-0.9034,-0.56116,0.572759,0.554343,-0.006992,1.566994,0.140552,-0.146927,-0.144412,0.917914,0.214573,-0.406489,0.664925,-0.353743,0
6102,548.23,-0.923133,-1.336008,0.373324,-0.64779,-0.659976,-0.884141,0.192223,-0.215479,-1.357964,1.146069,-0.749107,-0.157252,-0.23817,-0.259586,-1.25877,-0.052898,-1.55061,-1.15222,0.186584,1.463942,1.432129,-1.147329,-1.164261,1.546672,-0.014404,-0.648571,-1.393028,0.936884,0
118015,1958.76,0.503818,-0.389162,0.630392,-1.063309,1.082163,1.800401,0.981189,1.717993,0.177417,2.240616,-0.81101,-1.320436,-0.331152,-1.264348,-0.238061,0.559244,0.932897,-0.092121,1.112716,-1.08222,1.452352,-1.321129,0.826932,0.146846,-0.340158,1.025195,1.004961,0.694759,0
26641,623.06,0.867847,0.09308,0.761727,0.15118,-0.35665,-0.668704,-1.661602,0.185318,0.314729,1.705373,2.407064,0.347942,0.329923,-0.289491,0.433962,-1.476899,-0.219924,0.967145,-1.350011,1.213428,-0.954817,-0.320917,0.152002,0.692621,-0.206704,-1.75108,-1.321917,-0.416335,0
165656,4782.12,-0.378086,-0.534313,-0.993681,1.321312,1.239578,0.94226,-1.249673,-1.460125,-1.287166,0.434809,1.045802,0.71773,0.065809,0.073505,-1.119038,2.219898,0.167945,1.252475,-1.748469,-1.846672,-0.327015,-0.57884,-0.366354,1.204512,-0.241929,0.585165,-2.136762,0.299558,0
163817,3990.15,-0.595102,0.637372,-1.064858,-0.358453,1.167164,-0.023992,0.729036,0.100019,-0.737518,-1.532808,-0.217083,-0.595082,1.878302,-1.114223,-0.574599,0.752604,-1.653411,-0.065976,-0.787562,2.87039,2.154306,-1.731829,1.49247,-0.324698,1.107998,0.150984,-1.028758,-0.478014,0
154165,1295.65,-1.212477,-0.066883,-0.794217,0.449608,-0.825695,-0.82911,1.539282,0.517441,0.360351,-1.002482,0.779041,-0.366363,-0.509935,-0.308096,-0.146145,-0.599054,0.503251,0.522164,-0.067736,1.782838,-1.158459,1.371633,1.064124,-0.076528,-0.058229,0.283299,-1.28812,-0.892256,0
103746,2943.18,1.457955,0.169073,0.127542,-0.75228,-1.987976,-1.0104,0.417296,-0.133225,0.176301,-0.401858,0.21125,1.110052,-0.132629,1.207099,-0.170294,-1.070346,-1.301475,-0.124782,0.714433,0.531935,0.797625,-1.10522,0.121598,0.714343,2.821303,-1.227785,-1.293209,-0.391316,0
36631,4911.67,-0.515664,-0.400709,-0.223171,0.194805,-1.90332,-0.628856,-0.497337,-0.411483,-1.018372,0.506563,0.593037,-0.392476,3.184307,0.147479,0.752847,0.283663,0.534249,-0.065851,-0.457834,0.85857,0.547998,0.352614,-1.711939,2.183473,-0.939516,-0.555099,-0.109528,-0.179436,0
72991,4421.11,-0.198739,-1.993219,-0.975571,1.259347,-0.808662,-0.074461,-0.850516,1.764361,-0.698031,0.094317,-1.053514,-0.270561,-0.223552,-0.54059,0.939829,0.471949,-0.722865,0.724788,0.417145,0.443717,-0.84895,0.442205,1.110524,0.749174,0.554704,0.391744,0.170235,0.111717,0
4014,3004.39,0.300156,-2.050348,0.775314,0.686248,1.889634,0.601737,-0.315315,-1.185862,-1.49144,-1.473027,1.373376,-0.0884,0.953221,0.028839,0.22202,-0.990267,0.722164,1.440715,1.603138,-0.659031,-0.800699,-1.618844,-0.483421,0.303601,0.894856,-0.54069,1.382185,-0.108674,0
11093,4518.72,0.282208,0.58961,0.283045,-1.570812,-0.410562,-0.470992,1.213637,-2.763714,-1.202924,-1.651751,-0.76774,0.665558,0.57655,0.083747,1.209418,-1.114123,-1.295055,-1.137463,-1.699269,1.195663,1.844944,-0.384716,-0.157871,-0.58702,-0.389582,-1.536549,-0.362642,-1.755008,0
18070,4945.94,0.74656,0.266912,0.168929,0.570695,0.145244,-0.508412,-0.342527,1.619054,-0.37142,0.259008,-0.715972,0.293331,2.33478,-0.373351,-0.369022,-0.893447,-1.560768,-0.232787,-0.136039,1.356158,1.824953,-1.409633,-0.302727,-0.057984,-1.213517,-0.269222,0.286568,0.990853,0
35777,3717.02,-0.37933,0.438662,-0.257989,0.616226,1.303337,-0.881155,1.047761,-1.226047,0.987453,0.120041,0.590227,0.219263,-1.430646,0.77238,0.840198,0.064514,-0.541388,-0.601937,2.419466,-0.727256,0.429916,0.407599,-1.295612,0.687521,-0.451528,-0.190997,-1.329208,-1.702265,0
56958,325.87,-1.138668,0.134473,-0.378228,0.173487,0.110321,-1.194042,0.652573,-0.286618,1.114233,-0.209877,0.345761,1.517869,-1.544581,-1.828402,-0.613013,0.077187,0.26632,-1.008005,-0.710719,-0.032006,-1.386204,0.062517,0.452506,0.580705,-1.321056,0.72925,-0.90776,0.188835,0
82074,2008.5,-1.313665,0.214567,-0.841331,0.667522,0.075891,-1.277691,1.713926,-0.377432,1.833437,0.482926,0.023157,-0.409519,-1.11788,0.471761,0.296013,2.164331,-1.145158,-1.059042,-0.816886,-1.233181,1.256858,-0.077282,-0.84267,-0.599551,-0.823532,1.135846,1.300204,-0.740975,0
10729,4189.29,-0.579255,0.969023,0.93374,-0.833502,0.622663,0.988029,0.200262,1.231748,0.424264,1.246812,0.8396,-0.950534,0.172779,-0.573147,0.644123,-2.164935,0.203831,0.024951,0.521062,-0.047648,-1.390435,-0.820172,0.400687,1.309999,0.387149,0.138069,1.404644,0.14605,0
158823,1153.62,-0.95185,0.444619,-0.703493,0.063263,0.28897,-0.528839,-0.049596,1.434856,0.188283,0.310069,-1.161055,1.022098,-1.003402,1.045705,0.056146,-0.6717,0.874406,-1.07256,-0.529762,-0.267613,0.715199,1.181037,-0.936073,1.311131,2.59003,0.43684,1.587455,-0.224147,0
105864,4153.38,-0.303617,1.040909,0.20939,1.110174,-0.099467,-0.440276,1.097672,-1.292375,0.495146,-0.94165,1.844354,0.230932,-2.133442,-1.274642,-0.964995,-0.529163,-1.323606,-1.106465,1.075785,1.252489,-1.619262,-0.377829,-0.454343,-0.110954,1.735566,1.055655,-0.125739,0.347725,0
