date,evictions,unemployment_rate,school_absenteeism,poverty_rate,er_visits
2012-06-13,0,5.79,18.79,15.78,43
2012-06-14,5,11.17,16.81,21.1,54
2012-06-14,4,5.93,5.61,18.81,48
2012-06-14,6,5.47,9.5,21.86,57
2012-06-14,4,6.46,7.81,8.27,36
2012-06-15,7,11.64,6.0,23.49,46
2012-06-16,2,9.88,6.63,9.04,45
2012-06-16,3,4.82,18.62,15.57,52
2012-06-16,3,9.77,9.65,12.69,63
2012-06-17,5,9.9,10.88,23.78,46
2012-06-19,6,11.55,12.29,12.68,51
2012-06-20,9,11.02,16.17,14.35,62
2012-06-21,6,3.86,16.98,23.1,40
2012-06-23,7,7.09,19.46,17.14,41
2012-06-24,2,9.33,8.16,23.27,60
2012-06-25,2,11.76,9.52,19.24,52
2012-06-25,8,3.77,9.69,9.35,61
2012-06-25,8,6.31,11.68,15.39,61
2012-06-25,8,7.43,17.11,11.0,51
2012-06-26,7,6.72,8.59,9.11,45
2012-06-27,6,7.1,16.74,14.35,68
2012-06-29,2,6.32,8.06,23.44,52
2012-07-01,7,11.74,15.65,10.0,54
2012-07-01,6,10.23,16.99,8.12,44
2012-07-01,5,9.63,17.81,23.9,53
2012-07-03,6,6.7,12.65,17.01,63
2012-07-04,4,10.93,9.93,17.5,54
2012-07-04,4,3.84,16.59,23.78,39
2012-07-05,4,4.29,9.81,19.9,51
2012-07-05,5,11.59,7.22,22.06,59
2012-07-05,4,8.1,17.52,21.1,59
2012-07-05,7,4.44,11.17,18.4,54
2012-07-07,2,11.54,13.56,19.7,58
2012-07-07,4,11.77,18.78,17.53,55
2012-07-07,1,10.93,7.04,14.04,57
2012-07-07,6,5.15,13.36,12.85,47
2012-07-07,1,5.51,13.38,10.99,51
2012-07-08,6,6.66,17.93,14.02,58
2012-07-08,6,8.21,10.12,17.81,65
2012-07-08,0,11.93,11.02,17.99,41
2012-07-08,6,11.61,12.79,19.62,44
2012-07-08,1,11.29,7.51,22.95,53
2012-07-09,4,3.8,12.06,19.08,52
2012-07-09,6,9.81,11.54,10.91,47
2012-07-09,7,10.89,7.96,8.44,41
2012-07-10,6,6.0,17.5,11.35,61
2012-07-10,3,4.98,11.47,23.44,40
2012-07-11,7,9.74,9.59,17.65,42
2012-07-12,6,3.82,6.96,22.43,50
2012-07-12,5,11.47,6.35,11.98,40
2012-07-12,7,4.4,19.4,20.07,44
2012-07-13,4,7.12,19.93,20.44,48
2012-07-13,7,11.85,18.47,21.76,53
2012-07-14,1,11.89,11.88,17.1,50
2012-07-14,2,9.98,17.12,21.49,39
2012-07-14,2,10.55,17.51,23.9,46
2012-07-14,6,11.7,9.5,24.28,42
2012-07-14,8,11.35,13.79,10.13,46
2012-07-14,6,8.6,19.35,18.61,38
2012-07-15,0,9.61,9.2,9.93,42
2012-07-15,10,8.34,14.94,23.68,63
2012-07-16,2,7.56,14.94,24.24,43
2012-07-16,5,10.93,11.79,16.49,54
2012-07-16,8,9.64,12.35,24.32,49
2012-07-16,5,10.74,11.85,21.03,56
2012-07-17,4,3.86,12.82,19.83,46
2012-07-17,3,8.19,7.23,17.87,56
2012-07-18,7,5.97,16.92,14.92,53
2012-07-18,7,7.62,14.92,24.38,47
2012-07-19,3,8.52,19.61,11.35,47
2012-07-21,3,10.61,8.68,21.64,43
2012-07-21,2,3.29,7.19,14.25,47
2012-07-22,2,4.48,10.14,20.81,50
2012-07-22,7,11.29,12.65,10.78,38
2012-07-23,4,11.71,8.08,14.35,55
2012-07-23,1,3.5,11.91,24.08,45
2012-07-24,3,5.99,14.64,17.47,51
2012-07-25,10,3.09,5.84,16.35,62
2012-07-26,3,9.82,16.37,20.79,57
2012-07-28,6,9.14,19.1,15.09,53
2012-07-28,4,8.08,9.02,16.38,45
2012-07-28,5,9.22,16.64,17.53,55
2012-07-29,3,7.84,11.27,24.83,48
2012-07-29,7,5.15,14.97,21.69,46
2012-07-31,5,9.79,16.15,8.68,40
2012-08-01,2,10.05,9.42,21.32,47
2012-08-02,6,10.69,16.81,16.55,48
2012-08-02,3,11.59,6.58,11.92,51
2012-08-02,2,9.73,19.8,22.51,61
2012-08-03,7,3.49,10.06,12.6,52
2012-08-03,6,3.19,8.36,13.45,56
2012-08-03,3,9.66,7.08,9.07,59
2012-08-04,5,3.5,17.18,24.62,54
2012-08-04,7,5.84,13.79,21.52,53
2012-08-04,4,4.23,19.28,10.52,56
2012-08-05,4,11.72,14.72,16.32,55
2012-08-06,3,5.85,10.11,13.72,49
2012-08-06,6,3.5,17.55,8.55,61
2012-08-07,4,11.55,9.22,23.76,61
2012-08-08,5,8.48,9.36,22.27,51
2012-08-08,7,3.32,5.42,24.78,66
2012-08-10,4,10.5,8.78,12.12,50
2012-08-10,3,4.37,8.92,19.89,49
2012-08-10,1,10.22,9.46,10.01,50
2012-08-11,5,8.42,10.53,15.33,47
2012-08-11,8,4.59,13.65,22.39,55
2012-08-12,5,9.77,8.25,8.14,69
2012-08-12,5,7.09,14.55,16.17,44
2012-08-13,3,8.74,7.0,15.39,57
2012-08-13,3,10.83,18.96,19.75,61
2012-08-14,6,5.34,5.39,12.04,47
2012-08-15,5,6.29,18.62,10.95,58
2012-08-15,7,11.98,13.21,19.06,55
2012-08-16,6,7.57,15.65,18.9,56
2012-08-16,8,8.03,9.48,20.78,43
2012-08-16,8,5.57,7.61,12.2,45
2012-08-17,8,6.74,19.21,8.28,45
2012-08-19,9,7.51,11.62,22.93,48
2012-08-19,5,5.33,12.21,11.51,58
2012-08-19,3,5.14,19.79,15.11,46
2012-08-19,4,8.4,10.04,15.96,39
2012-08-19,5,4.65,6.5,11.18,41
2012-08-20,6,7.98,13.8,16.85,38
2012-08-23,7,9.36,13.32,23.54,47
2012-08-23,4,4.78,16.6,12.61,49
2012-08-23,6,9.71,19.33,16.85,56
2012-08-24,13,6.24,9.62,13.25,49
2012-08-25,3,11.93,15.83,24.67,45
2012-08-25,7,11.81,11.52,11.75,55
2012-08-26,7,10.19,16.76,9.86,45
2012-08-27,2,6.08,7.46,10.42,49
2012-08-28,5,11.43,12.51,14.24,47
2012-08-28,2,11.99,6.16,17.4,45
2012-08-29,4,7.16,13.42,19.36,46
2012-08-29,3,8.53,7.53,17.56,54
2012-08-29,3,3.05,19.4,23.39,53
2012-08-30,1,3.39,13.31,14.12,56
2012-08-30,7,7.51,12.94,20.11,51
2012-08-31,4,8.48,19.58,12.56,41
2012-08-31,9,5.81,12.48,19.59,48
2012-08-31,4,3.89,15.15,23.74,41
2012-08-31,6,10.04,5.7,24.63,53
2012-08-31,3,6.77,15.63,20.4,47
2012-08-31,8,8.84,6.56,24.02,57
2012-09-01,6,8.85,16.7,19.57,47
2012-09-01,5,7.92,18.15,24.37,53
2012-09-01,3,4.61,9.73,23.27,54
2012-09-01,11,8.54,18.17,9.81,54
2012-09-02,7,5.9,12.24,16.06,61
2012-09-03,6,10.37,13.57,13.91,51
2012-09-03,6,4.74,11.16,8.46,41
2012-09-04,6,5.62,12.15,15.94,58
2012-09-06,6,6.96,18.62,10.52,47
2012-09-07,5,9.66,19.21,8.62,40
2012-09-07,8,9.49,11.69,15.57,57
2012-09-07,6,6.03,12.72,11.95,40
2012-09-08,8,7.6,6.74,23.9,64
2012-09-09,13,5.11,9.88,21.82,37
2012-09-09,4,9.93,12.7,24.25,46
2012-09-09,1,4.77,8.04,22.98,37
2012-09-10,4,10.37,13.65,20.38,59
2012-09-10,2,11.43,15.28,18.16,52
2012-09-13,7,11.92,14.75,9.11,45
2012-09-13,4,10.71,11.64,12.52,38
2012-09-14,5,5.0,16.54,20.08,50
2012-09-16,8,6.75,9.79,14.82,60
2012-09-16,6,3.8,12.04,13.53,42
2012-09-16,5,4.48,9.05,9.77,46
2012-09-16,2,3.45,14.05,9.19,53
2012-09-16,6,8.77,11.61,11.57,44
2012-09-16,5,7.8,8.26,22.19,54
2012-09-17,6,11.25,9.62,19.27,49
2012-09-17,3,7.17,9.19,13.8,40
2012-09-18,6,8.78,18.66,9.04,45
2012-09-19,6,6.61,12.83,11.2,37
2012-09-19,4,10.47,14.79,15.65,58
2012-09-19,7,11.34,19.02,10.6,52
2012-09-20,4,6.89,7.73,20.96,43
2012-09-20,0,3.74,19.05,21.41,51
2012-09-20,9,4.47,13.09,10.33,57
2012-09-21,1,9.48,17.84,20.36,59
2012-09-21,6,5.93,7.52,16.71,51
2012-09-22,4,10.07,9.09,24.36,49
2012-09-23,5,9.75,7.91,21.39,43
2012-09-24,6,9.25,14.8,17.95,56
2012-09-24,8,10.33,7.11,18.26,59
2012-09-25,4,9.81,16.89,11.04,51
2012-09-25,5,8.69,8.76,23.19,58
2012-09-26,10,3.04,8.83,17.51,40
2012-09-26,5,7.64,9.22,17.76,55
2012-09-26,7,8.36,16.2,17.78,44
2012-09-27,6,11.65,18.86,12.7,57
2012-09-27,4,8.85,18.61,21.81,45
2012-09-28,3,8.18,6.52,22.66,61
2012-09-28,5,7.87,8.94,12.89,44
2012-09-28,4,3.93,15.08,15.51,36
2012-09-28,4,6.85,14.28,11.05,55
2012-09-28,5,4.21,10.25,12.06,70
2012-09-29,2,3.47,17.94,13.71,41
2012-09-29,7,5.97,6.96,23.33,50
2012-09-29,3,8.81,14.59,18.64,61
2012-09-29,5,10.8,9.1,18.0,56
2012-09-30,6,10.29,12.91,24.09,42
2012-10-01,8,5.65,10.81,21.45,37
2012-10-01,5,3.41,19.7,8.27,49
2012-10-01,3,6.62,12.3,10.11,50
2012-10-01,3,5.83,19.64,12.21,53
2012-10-01,5,6.34,8.83,13.17,46
2012-10-02,7,8.03,16.52,22.18,46
2012-10-02,5,3.27,15.76,21.09,32
2012-10-03,5,6.34,17.71,10.47,55
2012-10-03,10,8.03,15.4,17.08,55
2012-10-03,2,6.88,15.24,9.85,50
2012-10-04,6,9.01,14.91,10.94,57
2012-10-04,7,4.68,19.78,12.12,39
2012-10-05,4,4.38,8.42,23.39,53
2012-10-05,11,5.77,5.45,14.22,59
2012-10-05,5,3.92,15.17,23.57,46
2012-10-05,4,5.13,7.59,20.76,46
2012-10-07,1,3.78,15.19,20.74,49
2012-10-09,11,6.62,9.8,21.66,48
2012-10-10,3,9.4,5.65,9.63,65
2012-10-10,2,5.58,16.55,21.85,51
2012-10-11,7,3.03,5.77,12.29,49
2012-10-12,5,8.01,8.36,24.73,55
2012-10-13,1,9.23,10.05,22.42,46
2012-10-13,6,6.52,6.99,24.94,50
2012-10-14,4,5.67,18.7,23.93,51
2012-10-14,9,7.42,14.33,14.12,40
2012-10-16,4,3.91,18.13,24.01,47
2012-10-18,9,8.8,15.23,13.61,46
2012-10-19,5,9.6,19.88,19.21,36
2012-10-19,2,9.34,12.88,21.92,50
2012-10-20,8,5.96,5.81,14.49,56
2012-10-21,2,10.58,7.41,11.47,50
2012-10-21,7,11.52,13.83,23.21,59
2012-10-21,9,5.67,10.22,9.76,41
2012-10-22,3,5.36,6.69,14.2,49
2012-10-22,3,9.34,8.57,17.19,48
2012-10-22,6,9.37,12.12,21.68,49
2012-10-22,7,7.59,12.77,22.77,55
2012-10-24,2,11.31,19.02,16.7,59
2012-10-24,9,4.32,6.36,17.75,48
2012-10-25,5,7.3,10.37,22.52,50
2012-10-25,5,3.32,12.59,15.94,48
2012-10-26,3,3.47,6.7,17.5,54
2012-10-27,6,3.48,15.32,8.31,66
2012-10-27,6,7.43,12.73,24.17,51
2012-10-27,4,8.3,11.89,17.64,44
2012-10-27,6,3.03,14.84,20.37,53
2012-10-28,8,8.69,9.32,12.21,61
2012-10-28,4,7.41,10.09,19.16,50
2012-10-28,6,5.01,7.44,15.82,44
2012-10-28,4,3.14,12.86,9.91,47
2012-10-29,9,4.4,10.59,22.11,50
2012-10-30,5,8.4,8.9,22.27,57
2012-10-30,7,8.93,6.87,9.08,44
2012-10-30,2,8.82,5.35,14.64,52
2012-10-30,4,4.38,7.9,12.78,46
2012-10-31,4,11.2,8.71,16.78,51
2012-10-31,7,6.7,12.28,16.31,47
2012-11-01,3,9.91,8.61,19.16,48
2012-11-01,4,4.5,17.26,12.21,53
2012-11-01,3,7.24,12.11,11.77,59
2012-11-01,3,7.69,14.36,20.3,54
2012-11-01,2,9.93,8.12,24.6,53
2012-11-02,10,8.59,11.24,24.09,55
2012-11-02,3,6.59,14.04,21.46,46
2012-11-03,2,5.54,9.67,9.15,53
2012-11-05,6,11.76,10.04,12.04,46
2012-11-05,4,5.56,17.11,19.72,45
2012-11-06,6,4.17,17.56,13.03,50
2012-11-07,2,5.7,12.99,14.69,53
2012-11-07,4,5.94,18.45,24.21,50
2012-11-07,9,4.15,16.05,9.47,64
2012-11-07,10,9.37,5.83,22.64,51
2012-11-07,5,8.57,13.39,8.86,57
2012-11-07,2,5.85,15.47,13.75,51
2012-11-08,3,11.94,13.11,17.44,39
2012-11-09,7,8.9,17.48,14.06,64
2012-11-10,6,9.33,9.51,24.27,54
2012-11-10,4,8.01,5.98,16.57,45
2012-11-10,2,7.96,14.5,20.48,63
2012-11-12,7,3.18,15.96,19.94,64
2012-11-13,6,9.94,16.48,22.2,45
2012-11-13,7,11.2,5.17,22.69,45
2012-11-14,7,4.1,15.1,15.93,61
2012-11-14,3,10.16,5.31,22.67,47
2012-11-14,3,7.81,16.62,19.11,59
2012-11-14,4,5.57,15.55,19.66,48
2012-11-15,5,11.29,13.51,10.95,53
2012-11-16,2,3.16,12.59,12.17,51
2012-11-17,4,5.47,15.73,19.69,54
2012-11-18,7,10.98,5.86,12.52,45
2012-11-19,5,7.33,17.48,16.33,60
2012-11-19,6,8.39,8.02,16.33,54
2012-11-20,4,9.75,12.17,11.98,42
2012-11-20,9,4.33,12.3,17.63,49
2012-11-23,2,4.94,16.66,17.58,49
2012-11-23,6,11.99,7.89,10.19,58
2012-11-24,4,5.14,9.5,14.48,48
2012-11-25,3,7.85,14.95,14.22,42
2012-11-27,6,5.69,11.19,17.56,49
2012-11-27,7,10.66,9.48,20.74,47
2012-11-28,8,11.66,14.32,8.31,39
2012-11-29,9,4.27,6.3,10.25,51
2012-11-29,5,8.41,16.85,13.13,44
2012-11-29,4,10.3,12.87,21.78,58
2012-11-30,3,10.41,8.09,16.17,40
2012-11-30,7,6.96,11.13,16.69,53
2012-12-01,4,5.03,6.97,14.96,55
2012-12-02,8,6.48,14.25,15.06,64
2012-12-02,8,9.76,15.04,24.62,51
2012-12-03,1,11.94,11.08,23.28,49
2012-12-03,5,7.99,10.1,20.34,49
2012-12-04,4,4.76,17.75,13.51,53
2012-12-07,3,3.38,13.64,16.73,54
2012-12-07,2,11.49,15.01,19.72,58
2012-12-08,8,7.35,6.91,14.71,37
2012-12-08,8,9.45,15.7,16.92,50
2012-12-09,3,8.94,11.67,10.48,55
2012-12-09,4,11.02,10.5,9.59,60
2012-12-09,12,5.39,18.94,10.84,54
2012-12-10,3,6.98,5.81,20.85,51
2012-12-10,3,11.22,7.93,11.23,38
2012-12-10,4,8.27,10.63,23.72,53
2012-12-10,3,3.64,9.86,14.27,41
2012-12-12,4,4.75,12.66,10.87,46
2012-12-12,6,5.13,11.01,22.03,54
2012-12-12,4,11.94,16.82,15.76,50
2012-12-13,3,5.02,16.52,14.6,58
2012-12-13,8,10.83,16.59,13.6,42
2012-12-14,2,3.7,10.54,13.62,61
2012-12-14,3,4.64,11.11,19.28,32
2012-12-14,7,10.85,15.81,17.19,47
2012-12-15,3,11.09,6.86,15.95,45
2012-12-15,7,4.59,17.78,15.6,68
2012-12-16,5,5.07,13.12,10.41,57
2012-12-16,2,7.78,17.73,22.07,49
2012-12-17,9,3.47,16.9,23.76,58
2012-12-17,4,11.51,10.62,21.64,61
2012-12-18,3,6.26,6.52,15.67,60
2012-12-18,1,7.4,18.81,24.53,56
2012-12-18,2,3.95,10.17,18.52,42
2012-12-18,6,3.29,10.61,21.16,33
2012-12-19,10,7.21,18.64,20.6,48
2012-12-19,6,4.1,18.76,20.03,54
2012-12-20,6,8.67,8.94,18.91,45
2012-12-21,2,10.15,6.33,11.6,55
2012-12-21,4,3.29,5.02,13.01,44
2012-12-22,5,8.51,11.57,23.07,49
2012-12-23,8,10.34,13.53,11.06,56
2012-12-23,5,6.95,9.06,10.58,38
2012-12-24,3,11.64,8.9,12.83,47
2012-12-24,1,4.0,10.35,14.16,46
2012-12-26,7,5.91,8.95,17.4,51
2012-12-27,7,5.07,17.88,18.29,52
2012-12-28,4,11.97,14.64,21.44,51
2012-12-31,4,5.65,17.43,9.25,46
2013-01-01,4,6.49,17.91,11.54,51
2013-01-01,9,10.63,11.53,16.59,48
2013-01-02,1,11.37,12.16,12.26,38
2013-01-02,3,11.44,19.67,22.85,45
2013-01-04,4,8.02,17.25,18.88,52
2013-01-04,3,8.97,16.97,16.33,41
2013-01-06,3,6.14,13.76,8.01,41
2013-01-06,8,8.46,11.92,22.6,50
2013-01-06,11,5.72,18.42,15.83,53
2013-01-07,4,9.71,17.07,17.03,64
2013-01-08,2,5.76,12.75,19.87,50
2013-01-08,3,10.91,9.06,23.94,45
2013-01-09,4,4.29,7.21,10.69,34
2013-01-10,2,8.15,13.29,9.21,47
2013-01-10,7,7.69,9.44,10.07,47
2013-01-11,2,5.37,8.96,20.59,56
2013-01-12,11,3.25,6.59,10.2,46
2013-01-13,5,4.34,5.52,16.52,43
2013-01-13,5,11.71,16.75,20.01,44
2013-01-14,4,11.47,6.62,20.12,54
2013-01-15,4,4.07,18.33,14.91,57
2013-01-17,4,6.37,8.21,19.88,56
2013-01-20,3,7.19,16.4,24.15,54
2013-01-21,5,7.3,17.34,8.48,48
2013-01-21,9,5.69,16.89,19.41,51
2013-01-22,5,11.22,18.09,16.88,48
2013-01-22,2,11.18,10.1,11.61,53
2013-01-22,6,3.17,19.79,13.23,49
2013-01-23,7,8.85,9.19,22.23,56
2013-01-23,5,3.67,19.01,17.98,57
2013-01-23,7,8.38,11.56,8.25,48
2013-01-23,7,10.8,5.85,24.41,51
2013-01-24,8,8.85,16.77,19.33,55
2013-01-24,7,7.22,16.81,15.52,48
2013-01-24,3,11.62,7.96,20.11,49
2013-01-24,4,9.72,17.35,11.48,45
2013-01-25,4,5.24,7.36,12.43,53
2013-01-26,3,6.48,7.27,10.59,58
2013-01-26,7,9.84,17.13,14.75,41
2013-01-26,7,3.17,9.35,23.38,52
2013-01-28,3,3.58,6.15,14.61,49
2013-01-29,7,10.73,19.35,12.9,53
2013-01-30,8,3.39,13.36,19.96,41
2013-01-30,3,9.11,11.72,22.78,55
2013-01-30,4,5.87,12.56,12.15,49
2013-01-31,7,10.43,15.06,21.73,49
2013-02-01,1,10.63,17.92,13.18,50
2013-02-01,4,11.58,15.09,12.2,49
2013-02-02,2,3.86,16.09,16.04,42
2013-02-02,2,6.81,7.7,9.13,43
2013-02-02,5,8.17,10.76,22.66,43
2013-02-04,6,11.24,13.77,22.86,47
2013-02-05,5,5.4,14.29,19.52,59
2013-02-05,4,3.64,9.06,13.15,50
2013-02-06,5,4.82,19.62,10.83,45
2013-02-06,7,7.46,6.77,19.88,34
2013-02-06,4,9.13,6.68,9.75,53
2013-02-07,2,9.22,8.44,14.99,44
2013-02-07,9,3.67,16.31,9.51,56
2013-02-08,4,9.85,5.55,15.25,49
2013-02-08,3,8.94,19.82,10.29,46
2013-02-08,4,6.67,19.82,8.55,50
2013-02-08,4,8.14,7.4,15.65,44
2013-02-09,6,9.91,11.02,17.65,54
2013-02-10,4,5.36,8.06,15.47,51
2013-02-10,6,11.46,11.12,10.99,51
2013-02-10,9,4.24,12.99,9.32,47
2013-02-10,3,11.12,17.34,10.15,42
2013-02-11,3,9.67,5.54,20.36,62
2013-02-11,8,8.94,19.8,8.27,57
2013-02-11,6,3.75,19.11,22.68,46
2013-02-11,1,11.27,13.56,22.28,57
2013-02-13,7,5.66,12.21,22.97,42
2013-02-13,5,9.71,13.26,22.94,43
2013-02-14,7,10.96,5.28,19.35,43
2013-02-14,5,5.2,16.07,22.41,55
2013-02-15,2,11.23,12.45,20.42,47
2013-02-18,6,8.51,9.29,13.1,47
2013-02-18,7,8.93,11.92,20.84,45
2013-02-20,5,11.23,9.39,18.46,54
2013-02-20,6,7.74,15.5,8.47,51
2013-02-21,5,6.97,14.22,21.37,59
2013-02-22,6,8.7,10.82,22.8,55
2013-02-23,3,7.99,9.71,16.8,46
2013-02-24,4,3.55,18.17,16.28,59
2013-02-24,5,4.62,15.23,15.26,54
2013-02-25,8,3.12,15.74,20.22,44
2013-02-25,10,3.97,14.28,11.66,51
2013-02-25,5,9.57,6.13,21.16,48
2013-02-26,3,3.04,5.89,12.97,41
2013-02-27,7,5.74,11.44,12.45,50
2013-03-03,2,7.04,18.96,21.76,48
2013-03-03,6,11.44,12.87,10.96,40
2013-03-03,6,5.94,18.14,22.66,51
2013-03-03,6,10.05,6.45,24.62,48
2013-03-04,5,6.68,15.86,13.44,46
2013-03-05,0,3.89,8.68,23.77,47
2013-03-06,6,3.89,12.87,17.63,56
2013-03-06,4,6.89,9.39,12.41,53
2013-03-06,6,3.52,15.69,15.69,48
2013-03-07,3,8.14,11.01,21.6,73
2013-03-07,6,7.44,11.93,19.33,45
2013-03-08,3,9.32,8.68,16.41,66
2013-03-08,5,4.67,9.22,12.37,57
2013-03-08,2,8.34,7.69,20.34,46
2013-03-08,4,4.57,13.31,13.33,54
2013-03-09,7,9.5,7.17,13.63,50
2013-03-09,6,5.76,9.02,20.7,26
2013-03-09,7,8.53,12.96,17.49,46
2013-03-09,6,10.94,9.12,11.16,55
2013-03-11,2,7.39,13.83,19.68,47
2013-03-12,0,4.73,5.21,12.39,52
2013-03-13,4,10.98,19.6,20.93,51
2013-03-14,5,6.23,15.95,16.14,45
2013-03-15,2,9.57,12.56,18.11,60
2013-03-15,3,5.88,18.81,18.22,46
2013-03-15,6,5.68,18.05,10.5,54
2013-03-15,9,8.78,10.5,19.06,62
2013-03-16,6,4.41,6.74,22.74,48
2013-03-16,4,10.8,8.78,23.15,50
2013-03-18,2,6.49,8.13,19.71,49
2013-03-18,6,3.17,16.25,24.47,45
2013-03-18,7,5.75,13.22,18.17,62
2013-03-18,2,10.06,17.75,12.33,39
2013-03-19,6,10.73,12.35,19.22,53
2013-03-20,8,8.11,16.55,23.46,41
2013-03-20,4,5.65,9.85,14.1,54
2013-03-20,6,7.75,14.03,12.5,59
2013-03-21,6,10.53,14.59,24.43,53
2013-03-23,1,5.84,16.39,21.03,56
2013-03-24,7,6.47,16.99,8.85,53
2013-03-24,6,7.86,9.15,17.54,52
2013-03-26,5,10.98,10.78,11.99,39
2013-03-27,3,8.24,8.11,12.88,53
2013-03-27,7,4.87,16.22,9.49,54
2013-03-28,4,3.8,9.06,11.93,50
2013-03-28,2,3.86,10.87,16.59,66
2013-03-29,7,11.55,17.05,9.34,60
2013-03-30,5,10.4,10.1,23.12,56
2013-03-30,8,9.89,9.37,21.18,55
2013-03-30,7,7.47,14.77,14.48,53
2013-03-30,5,9.05,19.63,10.21,53
2013-03-31,4,4.15,5.94,24.9,48
2013-03-31,3,8.59,17.52,17.58,57
2013-03-31,9,10.3,6.82,15.19,42
2013-03-31,4,3.56,10.17,11.38,53
2013-04-01,8,5.67,11.25,11.45,54
2013-04-01,4,3.99,15.78,21.54,45
2013-04-01,2,5.34,18.9,16.84,52
2013-04-01,2,9.95,6.53,24.73,45
2013-04-03,5,5.99,16.17,24.2,51
2013-04-04,8,9.21,9.83,11.52,44
2013-04-04,5,9.96,18.53,24.99,65
2013-04-05,6,10.35,9.17,24.77,50
2013-04-06,3,10.86,15.41,21.59,54
2013-04-06,5,8.38,7.47,14.65,51
2013-04-06,8,5.53,19.37,11.81,45
2013-04-08,4,4.36,5.06,9.75,49
2013-04-08,5,7.53,8.49,8.88,39
2013-04-09,1,3.93,15.14,21.95,38
2013-04-09,5,11.2,17.8,24.07,43
2013-04-09,6,6.98,19.9,21.13,58
2013-04-09,3,10.86,7.6,20.9,56
2013-04-10,6,9.38,9.61,15.06,47
2013-04-10,5,10.71,18.38,18.9,51
2013-04-10,5,10.96,5.49,19.41,47
2013-04-12,6,3.48,16.0,12.37,56
2013-04-12,6,9.53,11.35,20.56,50
2013-04-12,7,5.04,15.33,10.48,54
2013-04-13,6,11.9,12.87,12.99,51
2013-04-13,5,10.01,14.41,18.03,45
2013-04-14,6,3.03,15.0,17.17,48
2013-04-14,6,11.35,14.47,19.98,56
2013-04-14,5,5.63,14.97,17.91,65
2013-04-14,10,6.75,13.53,8.84,46
2013-04-15,4,8.51,15.71,24.62,55
2013-04-15,8,11.25,16.64,20.98,53
2013-04-16,6,11.35,16.82,22.97,48
2013-04-17,4,8.07,17.8,21.67,55
2013-04-17,5,5.85,9.75,11.61,57
2013-04-18,4,5.51,16.19,23.86,41
2013-04-18,6,6.28,19.2,24.73,50
2013-04-18,2,4.62,10.51,9.34,50
2013-04-20,2,9.03,16.66,10.69,40
2013-04-21,9,7.75,9.37,24.83,43
2013-04-22,1,9.96,7.63,12.99,50
2013-04-23,3,3.85,11.7,21.94,45
2013-04-23,4,6.6,17.1,9.26,54
2013-04-23,3,5.16,9.61,20.45,63
2013-04-24,2,7.82,9.42,19.92,52
2013-04-24,6,7.21,9.17,23.94,53
2013-04-24,2,7.05,8.27,20.39,45
2013-04-24,7,5.84,14.17,8.7,49
2013-04-24,10,9.54,8.65,15.66,45
2013-04-25,1,7.33,19.02,13.91,41
2013-04-25,2,4.82,10.19,17.7,52
2013-04-25,4,7.93,13.14,15.28,40
2013-04-26,4,8.37,11.14,12.77,48
2013-04-29,8,3.19,19.44,19.24,45
2013-04-29,6,4.83,11.36,13.29,46
2013-04-30,2,5.18,13.46,22.46,48
2013-05-01,6,5.23,16.45,13.49,58
2013-05-01,8,5.15,7.57,16.76,60
2013-05-01,8,5.44,5.49,22.04,44
2013-05-01,2,5.36,11.82,21.99,40
2013-05-02,5,10.96,13.26,17.96,58
2013-05-03,4,5.88,9.31,14.46,51
2013-05-03,3,6.15,11.94,17.48,56
2013-05-03,8,5.4,14.23,22.44,60
2013-05-05,3,11.71,19.6,11.72,54
2013-05-05,7,7.82,14.03,10.08,49
2013-05-06,2,8.49,11.73,17.89,51
2013-05-06,1,9.62,5.34,17.76,47
2013-05-07,5,6.0,9.66,12.98,57
2013-05-09,4,11.72,10.38,15.39,54
2013-05-09,4,4.37,12.15,9.5,41
2013-05-09,4,7.12,16.73,10.22,44
2013-05-10,3,4.31,16.64,22.08,51
2013-05-10,0,10.11,17.68,15.9,43
2013-05-10,2,3.97,9.35,9.7,53
2013-05-11,3,7.99,10.2,24.35,55
2013-05-11,4,3.94,7.25,11.57,40
2013-05-11,2,7.07,17.86,13.39,65
2013-05-12,6,5.52,14.78,24.53,46
2013-05-12,5,11.13,6.16,11.08,48
2013-05-12,1,3.48,9.55,24.47,47
2013-05-13,8,8.85,7.29,20.28,50
2013-05-14,6,9.26,19.54,15.26,48
2013-05-14,1,11.0,9.87,18.11,52
2013-05-15,9,10.9,12.45,16.63,53
2013-05-16,3,11.79,9.77,21.68,46
2013-05-17,9,5.29,12.11,9.07,55
2013-05-18,4,5.47,19.98,21.83,50
2013-05-18,3,6.58,9.31,24.5,64
2013-05-19,7,7.84,9.24,15.3,61
2013-05-19,5,6.3,10.57,11.25,47
2013-05-19,6,9.66,7.54,9.85,43
2013-05-20,3,3.08,16.08,13.89,59
2013-05-21,7,3.16,10.69,10.22,52
2013-05-21,5,9.44,13.71,11.91,45
2013-05-22,8,10.95,14.92,19.13,48
2013-05-23,7,9.99,5.53,15.07,47
2013-05-23,3,4.05,14.66,23.32,56
2013-05-23,5,11.41,12.99,15.89,57
2013-05-24,9,7.7,6.24,10.62,42
2013-05-24,5,9.68,6.87,10.36,44
2013-05-25,6,4.81,11.61,19.78,51
2013-05-26,4,7.94,10.19,18.78,43
